time_stamp,humidity,pm2.5_atm,pm2.5_cf_1,sensor_index
2025-01-14 18:00:00+00:00,45,4.0,4.0,5488
2025-01-14 11:00:00+00:00,42,3.8,3.8,5488
2025-01-14 15:00:00+00:00,40,3.8,3.8,5488
2025-01-16 20:00:00+00:00,37,6.7,6.7,5488
2025-01-16 19:00:00+00:00,42,8.4,8.4,5488
2025-01-16 00:00:00+00:00,31,4.5,4.5,5488
2025-01-16 15:00:00+00:00,46,5.4,5.4,5488
2025-01-16 03:00:00+00:00,49,38.0,45.8,5488
2025-01-16 21:00:00+00:00,33,3.9,3.9,5488
2025-01-16 08:00:00+00:00,50,6.4,6.4,5488
2025-01-16 13:00:00+00:00,46,4.3,4.3,5488
2025-01-19 11:00:00+00:00,61,25.7,25.7,5488
2025-01-19 09:00:00+00:00,63,25.1,25.1,5488
2025-01-19 04:00:00+00:00,57,37.2,40.8,5488
2025-01-19 02:00:00+00:00,54,33.8,38.3,5488
2025-01-19 17:00:00+00:00,59,29.7,29.8,5488
2025-01-19 20:00:00+00:00,55,31.7,32.2,5488
2025-01-19 14:00:00+00:00,58,24.6,24.6,5488
2025-01-20 04:00:00+00:00,60,22.3,22.5,5488
2025-01-24 23:00:00+00:00,58,16.5,16.5,5488
2025-01-24 09:00:00+00:00,40,15.5,15.5,5488
2025-01-24 20:00:00+00:00,34,20.3,20.3,5488
2025-01-24 13:00:00+00:00,45,9.7,9.7,5488
2025-01-17 17:00:00+00:00,60,27.5,27.6,5488
2025-01-17 21:00:00+00:00,52,8.8,8.8,5488
2025-01-17 06:00:00+00:00,56,13.6,13.6,5488
2025-01-17 23:00:00+00:00,51,12.3,12.3,5488
2025-01-17 22:00:00+00:00,51,7.7,7.7,5488
2025-01-17 01:00:00+00:00,57,10.7,10.7,5488
2025-01-17 15:00:00+00:00,62,24.3,24.3,5488
2025-01-18 04:00:00+00:00,52,18.0,18.0,5488
2025-01-18 00:00:00+00:00,54,15.4,15.4,5488
2025-01-18 05:00:00+00:00,53,14.0,14.0,5488
2025-01-18 21:00:00+00:00,47,25.4,25.5,5488
2025-01-18 11:00:00+00:00,56,33.8,35.3,5488
2025-01-18 09:00:00+00:00,53,15.1,15.1,5488
2025-01-18 15:00:00+00:00,57,21.6,21.6,5488
2025-01-15 02:00:00+00:00,51,13.8,13.8,5488
2025-01-15 09:00:00+00:00,51,5.2,5.2,5488
2025-01-15 15:00:00+00:00,51,5.5,5.5,5488
2025-01-15 10:00:00+00:00,51,5.1,5.1,5488
2025-01-15 03:00:00+00:00,53,11.4,11.4,5488
2025-01-15 22:00:00+00:00,26,3.4,3.4,5488
2025-01-15 08:00:00+00:00,53,5.9,5.9,5488
2025-01-14 05:00:00+00:00,39,32.4,34.7,5488
2025-01-14 13:00:00+00:00,42,4.2,4.2,5488
2025-01-14 00:00:00+00:00,29,8.2,8.2,5488
2025-01-16 05:00:00+00:00,55,20.6,20.7,5488
2025-01-16 11:00:00+00:00,46,3.8,3.8,5488
2025-01-16 01:00:00+00:00,41,8.9,8.9,5488
2025-01-16 06:00:00+00:00,54,11.4,11.4,5488
2025-01-16 16:00:00+00:00,46,5.7,5.7,5488
2025-01-16 02:00:00+00:00,52,14.2,14.2,5488
2025-01-16 10:00:00+00:00,48,5.1,5.1,5488
2025-01-19 03:00:00+00:00,56,52.9,69.9,5488
2025-01-19 12:00:00+00:00,60,25.3,25.3,5488
2025-01-19 22:00:00+00:00,55,19.9,19.9,5488
2025-01-19 00:00:00+00:00,49,10.6,10.6,5488
2025-01-19 19:00:00+00:00,57,28.1,28.2,5488
